Total Revenue: ['391,035,000.00', '391,035,000.00', '383,285,000.00', '394,328,000.00', '365,817,000.00']
         748604 function calls (725758 primitive calls) in 1.833 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        1    0.000    0.000    0.008    0.008 _multipart.py:1(<module>)
       76    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
       32    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        1    0.000    0.000    0.000    0.000 _urls.py:11(URL)
        3    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
       57    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       98    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
        4    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
       51    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
        1    0.000    0.000    0.000    0.000 connection.py:29(AsyncHTTPConnection)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
       44    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
       20    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.103    0.103 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.011    0.011 socket.py:958(getaddrinfo)
        2    0.000    0.000    0.000    0.000 functools.py:823(singledispatch)
        1    0.000    0.000    0.000    0.000 _models.py:56(Headers)
       14    0.000    0.000    0.000    0.000 css_parser.py:442(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:81(_body_framing)
        1    0.000    0.000    0.002    0.002 sync.py:1(<module>)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.013    0.013 _config.py:78(load_ssl_context)
       12    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    1.476    1.476 _client.py:760(request)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1027(__iter__)
       44    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
    16/10    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
        1    0.000    0.000    0.000    0.000 parse.py:1062(unwrap)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
       24    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.102    0.102 ssl.py:1365(do_handshake)
        2    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        6    0.000    0.000    0.000    0.000 _synchronization.py:234(__exit__)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
       25    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        8    0.000    0.000    0.000    0.000 typing.py:2069(__init__)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 _trace.py:53(__exit__)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       76    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _urls.py:412(QueryParams)
        6    0.000    0.000    0.000    0.000 _synchronization.py:230(__enter__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.010    0.010 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        2    0.000    0.000    0.004    0.002 readers.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _policybase.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:491(send)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 http11.py:48(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 _state.py:250(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.004    0.004 _urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:608(charset_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:48(HTTP11Connection)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 _utils.py:346(sync_elapsed)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:40(ConnectionPool)
        1    0.000    0.000    0.000    0.000 http11.py:237(close)
        1    0.000    0.000    0.008    0.008 feedparser.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _utils.py:230(get_environment_proxies)
       39    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
        2    0.000    0.000    0.001    0.001 <frozen codecs>:322(decode)
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _models.py:651(is_success)
        1    0.000    0.000    0.000    0.000 _compat.py:23(set_minimum_tls_version_1_2)
        1    0.000    0.000    0.000    0.000 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:864(_is_union_type)
        4    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
       27    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1277(dataclass)
        1    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
       95    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       20    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:308(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        2    0.000    0.000    0.000    0.000 _models.py:199(update)
        1    0.000    0.000    0.000    0.000 connection.py:29(HTTPConnection)
        1    0.000    0.000    0.000    0.000 _models.py:307(Request)
        1    0.000    0.000    0.000    0.000 _client.py:371(_merge_url)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.115    0.115 __init__.py:471(_feed)
        7    0.000    0.000    0.000    0.000 inspect.py:3082(replace)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:101(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:371(_prepare)
       37    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 socket.py:501(close)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        2    0.000    0.000    0.000    0.000 warnings.py:576(__call__)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 message.py:494(get)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 _decoders.py:80(flush)
        1    0.000    0.000    0.000    0.000 connection_pool.py:336(__init__)
       14    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
        7    0.000    0.000    0.000    0.000 inspect.py:2468(_descriptor_get)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:190(is_closed)
       18    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        1    0.000    0.000    0.010    0.010 css_parser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 _models.py:325(__init__)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        1    0.000    0.000    0.001    0.001 _impl.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        8    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       24    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        7    0.000    0.000    0.000    0.000 inspect.py:3342(signature)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:357(unquote)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
        1    0.000    0.000    0.000    0.000 _models.py:582(encoding)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        2    0.000    0.000    0.000    0.000 _models.py:167(get)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync.py:41(close)
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:1104(_splithost)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(AsyncRequestInterface)
       23    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        4    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        1    0.000    0.000    0.003    0.003 core.py:21(where)
        1    0.000    0.000    0.000    0.000 functools.py:755(_compose_mro)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:40(AsyncConnectionPool)
        1    0.000    0.000    0.000    0.000 connection_pool.py:321(__exit__)
        1    0.000    0.000    0.000    0.000 _client.py:406(_merge_headers)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        1    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        1    0.000    0.000    0.000    0.000 _headers.py:121(raw_items)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:429(__init__)
       24    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
        2    0.000    0.000    0.000    0.000 <string>:5(__eq__)
        4    0.000    0.000    0.000    0.000 typing.py:2499(_strip_annotations)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:71(is_known_encoding)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 connection_pool.py:149(_attempt_to_acquire_connection)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.013    0.013 _client.py:703(_init_transport)
        1    0.000    0.000    0.000    0.000 _trace.py:9(Trace)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        2    0.000    0.000    0.000    0.000 functools.py:841(dispatch)
        1    0.000    0.000    0.000    0.000 _state.py:358(start_next_cycle)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:2524(get_origin)
        2    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:117(create_connection)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        7    0.000    0.000    0.000    0.000 inspect.py:3284(__str__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.003    0.003 _config.py:57(SSLConfig)
        6    0.000    0.000    0.000    0.000 functools.py:868(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        5    0.000    0.000    0.000    0.000 parse.py:829(__getattr__)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(RequestInterface)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        4    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        1    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.001    0.001 _decoders.py:251(decode)
        1    0.000    0.000    0.000    0.000 __init__.py:1297(ZipFile)
        7    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
       52    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:115(__init__)
        1    0.000    0.000    0.000    0.000 _urlparse.py:94(ParseResult)
        1    0.000    0.000    0.000    0.000 _fileio.py:35(AsyncFile)
        3    0.000    0.000    0.000    0.000 parse.py:676(unquote)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(HTTPProxy)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        3    0.000    0.000    0.000    0.000 typing.py:1776(__repr__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:57(MockBackend)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
       24    0.000    0.000    0.000    0.000 dataclasses.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.013    0.013 _config.py:46(create_ssl_context)
        1    0.000    0.000    0.000    0.000 _models.py:253(__delitem__)
        1    0.000    0.000    0.000    0.000 typing.py:2325(runtime_checkable)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        2    0.000    0.000    0.000    0.000 functools.py:927(wrapper)
        1    0.000    0.000    0.002    0.002 _adapters.py:144(_reader)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:1214(_splittag)
        1    0.000    0.000    0.000    0.000 _urls.py:145(username)
        1    0.000    0.000    0.000    0.000 _config.py:195(Timeout)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 tls.py:32(TLSAttribute)
        2    0.000    0.000    0.000    0.000 inspect.py:399(_has_code_flag)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _synchronization.py:227(__init__)
        1    0.000    0.000    0.000    0.000 from_thread.py:398(BlockingPortalProvider)
        1    0.000    0.000    0.000    0.000 functools.py:797(_find_impl)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       21    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        1    0.000    0.000    0.000    0.000 tls.py:60(TLSStream)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        3    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        2    0.000    0.000    0.000    0.000 _config.py:209(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
        2    0.000    0.000    0.001    0.001 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 http11.py:41(HTTPConnectionState)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.013    0.013 _config.py:64(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        4    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        1    0.000    0.000    0.000    0.000 http11.py:274(is_closed)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:424(StackSummary)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
       24    0.000    0.000    0.000    0.000 dataclasses.py:351(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        9    0.000    0.000    0.000    0.000 css_types.py:332(pickle_register)
        8    0.000    0.000    0.000    0.000 _exceptions.py:330(request_context)
        3    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        2    0.000    0.000    0.000    0.000 enum.py:1718(global_enum)
        1    0.000    0.000    0.000    0.000 css_match.py:433(_Match)
        1    0.000    0.000    0.000    0.000 request.py:1685(URLopener)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        4    0.000    0.000    0.000    0.000 _models.py:271(__contains__)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        2    0.000    0.000    0.000    0.000 _urlparse.py:284(encode_host)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        4    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        7    0.000    0.000    0.000    0.000 inspect.py:2135(_signature_is_functionlike)
        4    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _multipart.py:191(MultipartStream)
        1    0.000    0.000    0.000    0.000 readers.py:20(__init__)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        6    0.000    0.000    0.000    0.000 _urlparse.py:436(quote)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 css_match.py:332(Inputs)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _client.py:1263(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _models.py:254(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1160(__bool__)
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        1    0.000    0.000    0.000    0.000 auto.py:9(AutoBackend)
        1    0.000    0.000    0.000    0.000 _urls.py:417(__init__)
        1    0.000    0.000    0.003    0.003 _common.py:107(from_package)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 connection.py:180(has_expired)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 http_proxy.py:219(AsyncTunnelHTTPConnection)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        1    0.000    0.000    0.000    0.000 message.py:451(__contains__)
        1    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:589(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 _client.py:393(_merge_cookies)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(RequestError)
        1    0.000    0.000    0.000    0.000 http_proxy.py:219(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:185(is_idle)
        1    0.000    0.000    0.000    0.000 from_thread.py:145(BlockingPortal)
        1    0.000    0.000    0.000    0.000 mock.py:84(AsyncMockStream)
        1    0.000    0.000    0.000    0.000 memory.py:48(MemoryObjectStreamState)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowlevel.py:90(RunVar)
        1    0.000    0.000    0.000    0.000 base.py:57(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 tls.py:251(TLSListener)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
        1    0.000    0.000    0.000    0.000 mock.py:23(MockStream)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        1    0.000    0.000    0.000    0.000 _synchronization.py:23(AsyncLock)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 _local.py:510(stat)
       44    0.000    0.000    0.000    0.000 inspect.py:2791(kind)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:285(headers)
        1    0.000    0.000    0.000    0.000 _models.py:540(http_version)
        1    0.000    0.000    0.000    0.000 _events.py:247(__post_init__)
        1    0.000    0.000    0.000    0.000 http_proxy.py:157(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.003    0.003 request.py:2687(getproxies)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.003    0.003 _client.py:211(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:714(raise_for_status)
        1    0.000    0.000    0.000    0.000 _models.py:187(URL)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 typing.py:1940(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 typing.py:3044(NamedTuple)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
